trade,scope_category,labor_hours,labor_rate,labor_cost,labor_burden_pct,material_cost,markup_pct,total_cost,is_anomaly,anomaly_type
general,unforeseen_condition,17.3,50.31,871.42,0.317,225.37,0.1314,1240.96,0,none
general,owner_directive,37.1,50.72,1882.33,0.319,754.54,0.1163,2943.48,0,none
electrical,unforeseen_condition,6.5,86.21,563.15,0.3,539.46,0.1183,1233.02,0,none
general,design_error,18.3,66.14,1208.26,0.328,332.04,0.1299,1740.37,0,none
electrical,code_compliance,39.4,93.11,3670.79,0.328,3657.91,0.133,8303.21,0,none
plumbing,value_engineering,38.9,80.34,3123.16,0.287,2951.32,0.1228,6820.65,0,none
steel,code_compliance,59.0,104.21,6146.32,0.299,8107.99,0.0997,15674.91,0,none
steel,unforeseen_condition,66.8,83.76,5592.91,0.311,5618.82,0.0923,12246.61,0,none
mechanical,owner_directive,30.3,80.44,2438.8,0.323,2830.94,0.1256,5931.52,0,none
steel,owner_directive,85.4,96.46,8236.96,0.301,29339.57,0.1024,41424.37,1,material_cost_spike
hvac,unforeseen_condition,69.1,81.27,5615.12,0.324,11742.55,0.1179,19404.34,0,none
plumbing,owner_directive,47.2,75.95,3582.6,0.32,1868.47,0.0879,5930.37,0,none
hvac,value_engineering,25.4,83.29,2114.83,0.322,4098.57,0.0927,6789.34,0,none
concrete,code_compliance,659.4,55.72,36741.77,0.281,7898.48,0.068,47675.79,1,unrealistic_hours
hvac,unforeseen_condition,37.9,88.07,3335.03,0.338,5756.73,0.128,10255.61,0,none
electrical,code_compliance,22.2,336.42,7468.52,0.341,1470.71,0.1053,9880.53,1,labor_rate_spike
hvac,design_error,474.9,104.4,49579.56,0.345,3056.98,0.1065,58242.33,1,unrealistic_hours
drywall,code_compliance,27.8,66.3,1843.72,0.34,666.53,0.118,2806.41,0,none
electrical,code_compliance,17.4,85.94,1491.42,0.287,786.65,0.1447,2607.77,0,none
plumbing,owner_directive,34.7,89.63,3113.41,0.308,17572.35,0.1406,23594.18,1,material_cost_spike
electrical,unforeseen_condition,23.5,81.61,1917.98,0.311,1846.27,0.1384,4285.06,0,none
concrete,value_engineering,478.2,78.77,37667.81,0.31,3346.4,0.0716,43950.83,1,unrealistic_hours
hvac,design_error,79.5,91.81,7294.64,0.33,12915.4,0.0825,21877.62,0,none
mechanical,code_compliance,58.9,96.39,5678.35,0.313,5105.56,0.1073,11941.5,0,none
drywall,value_engineering,17.1,48.89,837.94,0.346,438.73,0.1346,1448.48,0,none
electrical,code_compliance,27.7,86.61,2402.72,0.298,2322.95,0.1203,5293.97,0,none
concrete,value_engineering,34.5,77.3,2667.96,0.321,3700.87,0.0558,6724.16,0,none
concrete,unforeseen_condition,41.3,66.38,2739.64,0.299,2818.4,0.0872,6042.69,0,none
steel,owner_directive,61.7,83.82,5173.49,0.303,7887.25,0.0582,13821.45,0,none
general,code_compliance,38.7,53.14,2055.69,0.321,585.26,0.1383,3006.13,0,none
hvac,owner_directive,79.0,241.68,19092.72,0.331,7784.29,0.1455,30787.61,1,labor_rate_spike
mechanical,value_engineering,26.3,73.96,1947.12,0.317,2093.1,0.1348,4584.71,0,none
steel,owner_directive,80.4,80.26,6455.75,0.314,12870.11,0.0978,21216.4,0,none
concrete,design_error,27.9,58.5,1633.96,0.314,2941.46,0.0732,4910.31,0,none
steel,design_error,35.0,98.99,3462.45,0.288,8393.89,0.0567,12528.44,0,none
concrete,design_error,78.8,77.38,6093.55,0.343,7732.24,0.0613,14673.52,0,none
hvac,owner_directive,32.6,98.67,3212.51,0.318,3397.95,0.1415,7546.12,0,none
hvac,design_error,74.3,81.92,6084.03,0.283,8891.24,0.1444,17137.72,0,none
hvac,code_compliance,44.2,92.96,4109.13,0.317,3542.46,0.146,8768.4,0,none
electrical,design_error,26.7,88.86,2373.24,0.314,1917.48,0.1047,4740.17,0,none
general,design_error,18.1,58.23,1053.43,0.309,355.69,0.1274,1588.71,0,none
drywall,design_error,15.0,66.39,994.08,0.282,750.46,0.1221,1957.59,0,none
electrical,code_compliance,8.4,66.22,557.85,0.339,301.4,0.1081,952.16,0,none
drywall,code_compliance,34.7,45.29,1573.48,0.282,657.48,0.1024,2459.42,0,none
concrete,design_error,70.7,65.08,4602.45,0.341,3162.77,0.0873,8443.08,0,none
plumbing,value_engineering,15.2,89.97,1366.77,0.347,1268.49,0.0848,2858.69,0,none
concrete,unforeseen_condition,78.6,76.26,5994.5,0.347,10846.83,0.1041,18593.87,0,none
general,owner_directive,14.6,56.16,818.18,0.315,387.83,0.1299,1362.63,0,none
steel,code_compliance,48.2,101.87,4906.06,0.334,6730.89,0.1088,12902.5,0,none
steel,code_compliance,579.3,97.06,56226.86,0.336,4674.68,0.0975,66839.44,1,unrealistic_hours
mechanical,code_compliance,43.8,87.24,3825.02,0.318,3186.34,0.0995,7709.3,0,none
steel,code_compliance,94.0,102.34,9617.87,0.288,15988.38,0.0505,26898.2,0,none
steel,code_compliance,61.9,102.56,6346.08,0.296,13276.61,0.0792,21176.65,0,none
steel,owner_directive,37.6,83.63,3145.28,0.303,4493.33,0.0935,8352.75,0,none
steel,unforeseen_condition,54.5,93.99,5121.17,0.308,9236.86,0.1087,15918.29,0,none
drywall,value_engineering,56.2,64.49,3623.9,0.326,1295.94,0.7021,8374.06,1,inflated_markup
plumbing,design_error,25.5,77.92,1987.02,0.302,1173.98,0.1473,3626.65,0,none
steel,code_compliance,20.6,95.18,1960.9,0.309,2085.72,0.429,5782.62,1,inflated_markup
electrical,unforeseen_condition,22.6,84.8,1919.42,0.306,996.93,0.1485,3349.41,0,none
hvac,unforeseen_condition,33.6,80.78,2717.22,0.343,2636.49,0.0874,5821.85,0,none
mechanical,code_compliance,41.7,77.68,3237.29,0.289,2555.33,0.135,6574.79,0,none
drywall,design_error,8.1,63.86,515.43,0.311,176.81,0.0858,751.66,0,none
drywall,design_error,47.5,67.9,3226.77,0.283,12618.63,0.0871,17225.53,1,material_cost_spike
hvac,design_error,70.3,98.11,6902.16,0.314,15092.14,0.1265,24776.88,0,none
drywall,unforeseen_condition,13.2,58.92,779.87,0.295,2722.74,0.0831,3793.68,1,material_cost_spike
concrete,design_error,14.9,71.98,1069.02,0.311,1080.41,0.116,2398.66,0,none
steel,code_compliance,69.2,95.61,6618.92,0.289,7441.53,0.106,15550.58,0,none
mechanical,code_compliance,11.5,89.97,1037.94,0.322,5365.14,0.1026,7060.04,1,material_cost_spike
plumbing,value_engineering,16.2,89.37,1446.09,0.333,1653.11,0.1304,3503.33,0,none
drywall,design_error,504.5,45.75,23080.88,0.311,1227.56,0.1331,27543.89,1,unrealistic_hours
electrical,owner_directive,34.2,71.69,2452.6,0.313,1768.44,0.1393,4809.08,0,none
drywall,value_engineering,26.0,246.29,6403.54,0.316,657.78,0.0814,7636.11,1,labor_rate_spike
electrical,design_error,29.2,83.02,2426.88,0.312,1433.29,0.1242,4339.42,0,none
drywall,value_engineering,57.0,57.79,3291.2,0.321,1146.63,0.1152,4949.13,0,none
concrete,value_engineering,29.9,69.28,2070.76,0.342,1907.85,0.1173,4445.23,0,none
drywall,value_engineering,36.4,62.98,2291.56,0.343,1836.79,0.1282,4657.69,0,none
plumbing,unforeseen_condition,26.5,76.37,2023.08,0.284,1359.16,0.1491,3886.4,0,none
steel,design_error,560.3,78.7,44095.61,0.335,7282.9,0.1077,56911.98,1,unrealistic_hours
plumbing,unforeseen_condition,44.8,90.24,4041.53,0.313,2330.7,0.0957,6982.17,0,none
hvac,design_error,16.5,102.38,1691.59,0.339,2661.89,0.0975,4777.97,0,none
plumbing,owner_directive,24.2,82.82,2001.36,0.318,2436.89,0.096,4864.51,0,none
hvac,owner_directive,35.3,102.07,3599.8,0.335,3032.83,0.1313,7503.74,0,none
mechanical,unforeseen_condition,32.7,86.69,2832.85,0.308,2341.02,0.0977,5679.15,0,none
mechanical,design_error,50.9,84.29,4289.67,0.348,3195.94,0.1371,8512.24,0,none
plumbing,owner_directive,48.1,80.35,3862.23,0.295,2976.95,0.1224,7676.0,0,none
drywall,design_error,19.8,56.21,1114.56,0.333,420.79,0.0869,1668.77,0,none
electrical,owner_directive,25.8,71.95,1857.02,0.296,1375.95,0.4332,4633.49,1,inflated_markup
plumbing,unforeseen_condition,9.6,90.9,876.7,0.342,896.6,0.1153,1977.81,0,none
mechanical,unforeseen_condition,31.5,85.99,2704.36,0.288,3977.6,0.1318,7562.82,0,none
hvac,design_error,60.5,94.92,5746.92,0.926,6398.91,0.0984,13341.34,1,labor_burden_inflation
mechanical,owner_directive,50.9,72.02,3666.12,0.334,2386.89,0.1306,6843.62,0,none
drywall,design_error,23.6,47.89,1130.61,0.341,471.02,0.1448,1833.5,0,none
plumbing,unforeseen_condition,35.7,83.55,2984.8,0.311,2137.83,0.1108,5690.1,0,none
hvac,unforeseen_condition,52.0,84.51,4391.41,0.305,9853.15,0.127,16052.93,0,none
steel,value_engineering,29.5,99.34,2928.49,0.293,6857.04,0.078,10548.55,0,none
drywall,unforeseen_condition,7.5,46.22,347.05,0.286,1788.92,0.1182,2388.44,1,material_cost_spike
steel,design_error,86.8,82.69,7173.13,0.28,16100.25,0.0738,24991.41,0,none
plumbing,value_engineering,15.5,70.46,1094.19,0.317,608.29,0.0975,1868.45,0,none
steel,value_engineering,86.9,79.46,6905.97,0.344,37524.28,0.0927,48548.93,1,material_cost_spike
plumbing,value_engineering,38.2,78.01,2983.49,0.34,3542.15,0.1107,7247.78,0,none
steel,design_error,40.5,78.24,3168.55,0.316,7416.1,0.09,11537.73,0,none
mechanical,design_error,52.3,73.88,3863.72,0.338,3705.81,0.1403,8631.49,0,none
hvac,code_compliance,13.1,101.9,1338.19,0.307,2960.04,0.1258,4839.06,0,none
general,value_engineering,6.4,63.71,407.28,0.335,222.51,0.1467,722.17,0,none
mechanical,owner_directive,25.3,80.37,2035.37,0.282,1106.18,0.1387,3577.42,0,none
steel,owner_directive,59.3,80.68,4785.04,0.321,4901.09,0.1035,10688.6,0,none
mechanical,unforeseen_condition,33.3,74.5,2477.84,0.323,1673.21,0.0852,4504.82,0,none
drywall,code_compliance,56.9,47.25,2686.48,0.35,1629.92,0.1398,4919.82,0,none
electrical,design_error,22.3,70.72,1577.55,0.284,1107.57,0.1301,3034.48,0,none
concrete,unforeseen_condition,20.2,61.8,1249.45,0.312,1722.71,0.1039,3280.98,0,none
steel,value_engineering,72.6,81.99,5949.92,0.289,11417.39,0.1104,19285.42,0,none
mechanical,value_engineering,8.4,99.8,840.82,0.307,988.05,0.106,2022.76,0,none
concrete,unforeseen_condition,58.2,55.62,3234.72,0.348,4491.49,0.1085,8564.87,0,none
plumbing,code_compliance,20.4,87.19,1777.0,0.347,1000.77,0.0956,3043.23,0,none
plumbing,owner_directive,6.9,80.79,554.59,0.315,541.72,0.1464,1256.82,0,none
general,owner_directive,23.7,70.48,1670.08,0.32,439.03,0.1252,2373.17,0,none
plumbing,code_compliance,42.8,71.25,3050.04,0.34,3657.74,0.1355,7616.82,0,none
general,owner_directive,17.7,58.98,1041.43,0.317,492.58,0.1285,1731.19,0,none
electrical,owner_directive,30.9,72.34,2232.42,0.334,1685.51,0.0988,4305.01,0,none
mechanical,code_compliance,336.8,74.43,25068.02,0.299,1002.21,0.103,28755.46,1,unrealistic_hours
general,value_engineering,13.5,70.65,955.79,0.335,503.77,0.1171,1630.53,0,none
general,value_engineering,36.0,60.66,2184.44,0.328,1277.68,0.142,3953.85,0,none
plumbing,design_error,43.9,75.01,3295.42,0.313,3026.5,0.1194,7076.7,0,none
steel,owner_directive,43.7,79.3,3462.08,0.312,7522.46,0.1141,12238.24,0,none
electrical,code_compliance,23.6,74.32,1752.25,0.283,1936.1,0.1347,4185.19,0,none
concrete,code_compliance,11.9,57.5,681.42,0.305,1209.51,0.1093,2097.61,0,none
mechanical,owner_directive,30.1,75.83,2286.13,0.309,2879.75,0.1258,5815.91,0,none
drywall,value_engineering,55.1,65.98,3637.03,0.288,1974.36,0.1286,6333.01,0,none
electrical,code_compliance,14.8,75.57,1115.56,0.286,876.36,0.0806,2152.43,0,none
electrical,value_engineering,9.0,72.06,645.57,0.317,534.72,0.0917,1288.47,0,none
hvac,design_error,74.4,81.7,6078.81,0.319,7626.81,0.149,15747.58,0,none
drywall,design_error,50.4,55.57,2799.34,0.349,934.34,0.1011,4111.01,0,none
general,unforeseen_condition,18.0,62.77,1127.49,0.349,340.43,0.1711,1719.06,0,none
hvac,value_engineering,50.5,98.91,4995.93,0.329,4506.18,0.1184,10626.8,0,none
steel,unforeseen_condition,62.0,100.44,6228.46,0.307,8141.23,0.0691,15363.34,0,none
general,design_error,12.9,65.41,841.56,0.315,429.94,0.1477,1459.35,0,none
hvac,value_engineering,58.0,80.38,4659.04,0.292,4799.01,0.0882,10292.51,0,none
plumbing,value_engineering,43.6,89.91,3922.66,0.315,4107.31,0.1019,8848.31,0,none
steel,unforeseen_condition,12.1,79.03,957.7,0.326,3816.8,0.1144,5320.7,1,material_cost_spike
hvac,owner_directive,41.9,87.1,3649.25,0.3,7539.29,0.1192,12522.16,0,none
plumbing,code_compliance,19.1,89.27,1700.79,0.334,958.98,0.0918,2904.03,0,none
drywall,unforeseen_condition,43.0,65.41,2814.72,0.343,10249.13,0.1398,14890.18,1,material_cost_spike
electrical,value_engineering,35.7,77.19,2753.78,0.324,2366.39,0.1429,5852.09,0,none
concrete,design_error,62.9,59.49,3742.92,0.996,3216.72,0.0709,7452.77,1,labor_burden_inflation
drywall,unforeseen_condition,30.7,58.48,1796.85,0.329,764.62,0.5218,3898.05,1,inflated_markup
hvac,value_engineering,70.4,89.42,6297.65,0.929,12288.17,0.1476,21328.25,1,labor_burden_inflation
plumbing,code_compliance,28.2,82.44,2326.95,0.309,12477.0,0.1156,16515.29,1,material_cost_spike
electrical,value_engineering,32.3,93.66,3027.89,0.311,1846.78,0.1282,5499.45,0,none
general,value_engineering,37.1,68.69,2550.55,0.313,10163.17,0.137,14455.5,1,material_cost_spike
drywall,value_engineering,42.8,49.65,2126.73,0.293,6882.86,0.1053,9958.3,1,material_cost_spike
mechanical,design_error,50.3,75.7,3811.5,0.347,3606.15,0.0854,8051.49,0,none
hvac,unforeseen_condition,44.6,78.24,3492.78,0.346,4559.14,0.1466,9232.41,0,none
steel,value_engineering,35.4,98.35,3482.42,0.323,4180.14,0.0908,8358.19,0,none
electrical,owner_directive,34.2,81.11,2777.24,0.35,1737.36,0.1296,5099.79,0,none
hvac,owner_directive,33.8,101.61,3433.15,0.318,4106.61,0.1093,8363.62,0,none
electrical,unforeseen_condition,39.9,70.33,2808.59,0.31,2875.88,0.1041,6276.05,0,none
hvac,owner_directive,33.1,85.17,2822.83,0.342,4837.26,0.1428,8753.93,0,none
hvac,value_engineering,74.4,79.61,5920.33,0.33,10496.17,0.1312,18570.66,0,none
plumbing,design_error,38.0,84.18,3196.03,0.303,3457.22,0.1083,7373.73,0,none
mechanical,design_error,59.3,79.07,4687.17,0.308,3366.34,0.1143,8974.05,0,none
mechanical,unforeseen_condition,17.4,86.11,1500.52,0.29,1854.77,0.1342,3805.42,0,none
concrete,owner_directive,23.8,70.21,1673.69,0.303,1811.74,0.0973,3824.49,0,none
hvac,code_compliance,50.7,86.4,4379.59,0.34,20337.96,0.1252,27812.19,1,material_cost_spike
steel,value_engineering,54.6,314.21,17155.87,0.282,11515.44,0.1112,31859.56,1,labor_rate_spike
plumbing,value_engineering,30.2,77.74,2346.07,0.337,1328.26,0.1148,4096.14,0,none
concrete,value_engineering,21.4,72.4,1551.87,0.324,8861.12,0.0899,11349.12,1,material_cost_spike
general,owner_directive,36.2,64.69,2345.0,0.348,1158.33,0.1279,3951.49,0,none
mechanical,unforeseen_condition,37.0,73.12,2704.07,0.311,2640.61,0.1467,6128.52,0,none
general,owner_directive,20.4,53.23,1087.67,0.287,371.0,0.1282,1645.6,0,none
plumbing,design_error,32.0,92.63,2959.5,0.294,2084.89,0.1201,5650.02,0,none
mechanical,value_engineering,16.7,84.47,1412.95,0.34,885.1,0.0886,2501.72,0,none
steel,code_compliance,49.5,89.99,4451.27,0.289,8367.58,0.0937,14019.9,0,none
electrical,value_engineering,29.3,88.18,2582.62,0.316,2145.84,0.1332,5358.43,0,none
hvac,design_error,45.9,86.49,3969.77,0.298,6465.73,0.1,11479.39,0,none
concrete,code_compliance,60.2,78.48,4727.35,0.302,8095.56,0.0654,13661.53,0,none
plumbing,value_engineering,41.0,75.7,3107.02,0.296,2642.02,0.1196,6436.53,0,none
drywall,code_compliance,10.5,69.22,728.7,0.281,341.99,0.1093,1187.75,0,none
electrical,unforeseen_condition,36.0,88.69,3195.25,0.327,2898.42,0.0842,6606.71,0,none
hvac,owner_directive,43.2,76.83,3321.69,0.285,6260.18,0.0869,10414.65,0,none
general,unforeseen_condition,32.6,57.27,1866.94,0.333,792.88,0.1032,2934.28,0,none
steel,unforeseen_condition,707.5,78.32,55411.4,0.324,14006.7,0.0817,75089.56,1,unrealistic_hours
mechanical,code_compliance,49.9,95.49,4760.78,0.321,3117.11,0.1216,8835.61,0,none
mechanical,owner_directive,15.8,83.86,1321.14,0.297,1527.73,0.0883,3100.32,0,none
mechanical,design_error,18.5,96.96,1789.62,0.614,1001.79,0.1447,3195.32,1,labor_burden_inflation
drywall,owner_directive,16.1,67.06,1076.69,0.29,875.63,0.1367,2219.12,0,none
mechanical,code_compliance,14.9,87.81,1305.36,0.308,803.0,0.1486,2421.67,0,none
hvac,owner_directive,34.0,93.73,3186.13,0.345,6122.57,0.1474,10680.83,0,none
electrical,unforeseen_condition,35.6,87.25,3103.25,0.31,2006.48,0.1085,5664.21,0,none
mechanical,unforeseen_condition,24.3,86.32,2095.93,0.341,1846.44,0.1229,4426.97,0,none
general,owner_directive,18.8,73.37,1377.95,0.304,476.98,0.1269,2090.42,0,none
plumbing,owner_directive,35.8,78.18,2795.17,0.337,1286.91,0.14,4653.63,0,none
plumbing,owner_directive,42.5,71.24,3027.08,0.289,1398.97,0.1421,5055.06,0,none
mechanical,unforeseen_condition,51.7,99.34,5135.34,0.294,4440.29,0.1343,10861.25,0,none
hvac,unforeseen_condition,44.1,93.74,4129.5,0.307,4964.89,0.1178,10165.31,0,none
steel,owner_directive,80.1,97.15,7782.48,0.285,17518.3,0.1199,28333.09,0,none
steel,design_error,85.1,78.05,6641.16,0.306,23088.47,0.0916,32452.86,1,material_cost_spike
electrical,design_error,35.0,81.1,2834.93,0.286,1548.48,0.1225,4920.58,0,none
plumbing,code_compliance,29.5,78.85,2326.13,0.32,1933.02,0.1025,4695.76,0,none
concrete,value_engineering,41.2,64.98,2674.18,0.348,4490.27,0.1126,7971.01,0,none
mechanical,design_error,41.9,92.89,3889.86,0.311,2719.47,0.1407,7539.09,0,none
drywall,unforeseen_condition,29.4,63.83,1876.55,0.286,1053.16,0.0843,3176.81,0,none
steel,value_engineering,28.9,80.64,2330.18,0.291,4673.96,0.1141,7803.43,0,none
hvac,design_error,65.5,104.04,6816.89,0.348,6398.13,0.1043,14593.81,0,none
mechanical,owner_directive,19.5,99.67,1947.4,0.348,1128.52,0.5402,4737.53,1,inflated_markup
general,owner_directive,9.0,53.14,478.55,0.311,148.3,0.1643,729.82,0,none
hvac,unforeseen_condition,57.1,98.91,5645.98,0.338,5683.3,0.0877,12323.24,0,none
mechanical,value_engineering,25.2,78.78,1984.72,0.328,1835.96,0.6893,6454.27,1,inflated_markup
concrete,design_error,62.1,79.22,4920.46,0.291,3861.58,0.0739,9431.18,0,none
steel,unforeseen_condition,56.0,83.09,4655.69,0.327,7283.11,0.0859,12963.99,0,none
steel,design_error,96.6,87.62,8462.13,0.302,42530.36,0.0904,55602.21,1,material_cost_spike
electrical,code_compliance,37.3,83.18,3106.46,0.34,2675.9,0.144,6615.3,0,none
plumbing,owner_directive,23.8,94.51,2251.94,0.303,1868.08,0.1115,4579.49,0,none
concrete,unforeseen_condition,48.1,73.4,3530.03,0.312,6069.1,0.0765,10333.06,0,none
steel,owner_directive,20.9,88.31,1841.38,0.32,2076.32,0.1008,4312.66,0,none
plumbing,unforeseen_condition,47.6,86.93,4138.08,0.333,3519.63,0.1326,8673.25,0,none
steel,unforeseen_condition,12.2,78.17,952.63,0.295,2288.92,0.1141,3611.54,0,none
steel,design_error,53.5,100.44,5375.33,0.29,13044.74,0.0574,19476.74,0,none
electrical,code_compliance,26.0,74.47,1937.71,0.283,968.34,0.0977,3190.0,0,none
steel,owner_directive,95.2,88.49,8424.01,0.921,11168.41,0.0705,20974.33,1,labor_burden_inflation
drywall,code_compliance,42.1,53.32,2247.5,0.344,932.45,0.1214,3565.87,0,none
concrete,value_engineering,51.6,70.1,3618.12,0.334,2751.88,0.1198,7132.83,0,none
plumbing,unforeseen_condition,31.8,94.15,2992.98,0.321,2844.81,0.1455,6687.44,0,none
steel,design_error,93.1,91.12,8482.33,0.29,15690.39,0.118,27025.47,0,none
steel,design_error,83.7,100.75,8433.97,0.302,14685.36,0.0997,25424.71,0,none
plumbing,value_engineering,38.7,91.4,3534.95,0.328,2225.7,0.1104,6396.77,0,none
general,code_compliance,10.4,50.58,527.99,0.293,237.61,0.1322,866.83,0,none
concrete,code_compliance,14.7,67.79,997.47,0.344,1700.01,0.0741,2897.3,0,none
plumbing,value_engineering,49.8,86.34,4297.6,0.342,4933.72,0.0803,9972.59,0,none
general,unforeseen_condition,31.1,70.38,2188.54,0.331,1249.36,0.1533,3964.82,0,none
drywall,unforeseen_condition,48.9,59.84,2923.84,0.305,1786.87,0.0922,5145.2,0,none
drywall,unforeseen_condition,22.8,271.96,6200.69,0.323,792.43,0.0978,7677.05,1,labor_rate_spike
general,code_compliance,10.4,65.53,683.23,0.347,370.12,0.1038,1162.7,0,none
plumbing,design_error,43.5,89.37,3888.87,0.291,3521.97,0.0831,8026.61,0,none
plumbing,design_error,42.7,79.68,3403.9,0.333,1872.17,0.1314,5969.32,0,none
steel,design_error,22.5,102.36,2305.09,0.331,2549.77,0.0679,5184.61,0,none
general,design_error,27.2,52.04,1413.09,0.341,719.71,0.1297,2409.33,0,none
steel,unforeseen_condition,53.4,84.44,4506.74,0.291,12972.47,0.0971,19175.58,0,none
electrical,value_engineering,6.2,91.79,573.56,0.316,623.52,0.1114,1330.42,0,none
general,value_engineering,38.5,55.63,2140.71,0.327,11120.78,0.1003,14591.62,1,material_cost_spike
plumbing,owner_directive,18.2,85.2,1553.25,0.337,1590.65,0.1469,3605.59,0,none
steel,design_error,88.9,276.77,24604.85,0.295,18502.32,0.1069,47715.33,1,labor_rate_spike
hvac,owner_directive,46.8,83.46,3902.41,0.325,3818.61,0.1436,8829.38,0,none
general,value_engineering,6.4,74.2,474.62,0.306,233.41,0.1059,783.03,0,none
drywall,design_error,12.5,65.25,814.36,0.314,3827.65,0.1467,5322.99,1,material_cost_spike
steel,unforeseen_condition,64.8,104.17,6745.49,0.307,11512.36,0.0863,19834.02,0,none
hvac,code_compliance,15.7,267.01,4192.06,0.337,3176.56,0.1035,8131.27,1,labor_rate_spike
general,code_compliance,29.7,62.52,1856.66,0.32,10211.3,0.1608,14008.49,1,material_cost_spike
concrete,owner_directive,72.6,72.95,5294.97,0.347,8841.36,0.073,15168.21,0,none
hvac,code_compliance,25.5,88.5,2252.84,0.3,3515.4,0.0915,6295.76,0,none
drywall,unforeseen_condition,31.5,52.34,1646.82,0.338,696.11,0.0972,2570.7,0,none
plumbing,owner_directive,42.1,87.71,3694.51,0.348,2182.99,0.093,6423.86,0,none
